text,label
"من خلال الوصف 'تم تجهيز هذا المنتج في مصنع يعالج اللحوم الحلال وغير الحلال.', يتبين أنه Mashbooh.",2
Produk ini dibuat dengan bahan-bahan halal dan disahkan oleh badan berwibawa. — Keputusan: Halal.,0
"From the description 'Chicken is Halal when slaughtered according to the requirements of Islamic law.', we can conclude it is Halal.",0
هذا المشروب يحتوي على الكحول بنسبة 7%. من الواضح أنه Haram.,1
من الواضح أن 'هذا المشروب يحتوي على الكحول بنسبة 7%.' Haram.,1
Produk ini diproses menggunakan bahan yang diragui status halalnya.. Ini menunjukkan bahawa statusnya adalah Mashbooh.,2
من الواضح أن 'المنتج يحتوي على مستخلصات حيوانية تم معالجتها بطرق غير واضحة.' Mashbooh.,2
"It is clear that 'Herbs like basil and parsley are Halal.'. Hence, it is Halal.",0
"Minuman ini mengandungi arak walaupun dalam kuantiti kecil, ia tetap Haram.. Kesimpulan: Haram.",1
Produk ini mengandungi daging halal tetapi diproses di kilang yang turut memproses daging haram. — Keputusan: Mashbooh.,2
Produk ini mengandungi gelatin babi.. Ini menunjukkan bahawa statusnya adalah Haram.,1
منتجنا يحتوي على مستخلصات حيوانية مشكوك في حالتها. من الواضح أنه Mashbooh.,2
"Daripada penerangan 'Produk ini mengandungi bahan daripada sumber haiwan yang tidak diketahui.', ia boleh diklasifikasikan sebagai Mashbooh.",2
هذا المنتج يحتوي على جيلاتين الخنزير.. النتيجة: Haram.,1
Gelatin dalam produk ini berasal dari sumber yang tidak dapat dipastikan status halalnya.. Ini menunjukkan bahawa statusnya adalah Mashbooh.,2
"Daripada penerangan 'Gelatin dalam produk ini berasal dari sumber yang tidak dapat dipastikan status halalnya.', ia boleh diklasifikasikan sebagai Mashbooh.",2
منتج خالي من المواد الحيوانية والمشروبات الكحولية. — الحالة: Halal.,0
Herbs like basil and parsley are Halal.. Verdict: Halal.,0
Tomato is a Halal vegetable that is rich in antioxidants. — Status: Halal.,0
الأطعمة تحتوي على المكونات النباتية فقط. من الواضح أنه Halal.,0
"Tomato is a Halal vegetable that is rich in antioxidants. Clearly, it is categorized as Halal.",0
هذا المنتج يحتوي على مكونات حلال مصرح بها.. النتيجة: Halal.,0
"Minuman beralkohol, seperti bir, adalah Haram. — Keputusan: Haram.",1
"Minuman ini mengandungi arak walaupun dalam kuantiti kecil, ia tetap Haram.. Ini menunjukkan bahawa statusnya adalah Haram.",1
"Jelas sekali, 'Produk ini bebas dari bahan haiwan dan alkohol.' adalah Halal.",0
"Minuman ini mengandungi arak walaupun dalam kuantiti kecil, ia tetap Haram.. Kesimpulan: Haram.",1
"Jelas sekali, 'Produk ini bebas dari bahan haiwan dan alkohol.' adalah Halal.",0
"It is clear that 'Milk and dairy products are generally Halal.'. Hence, it is Halal.",0
تم تجهيز هذا المنتج في مصنع يعالج اللحوم الحلال وغير الحلال. من الواضح أنه Mashbooh.,2
"From the description 'Beef is Halal if slaughtered according to Islamic guidelines.', we can conclude it is Halal.",0
هذا المنتج يحتوي على جيلاتين الخنزير. — الحالة: Haram.,1
Spinach is a Halal green leafy vegetable. — Status: Halal.,0
"من خلال الوصف 'هذا المشروب يحتوي على كحول بنسبة عالية.', يتبين أنه Haram.",1
Chicken is Halal when slaughtered according to the requirements of Islamic law. — Status: Halal.,0
Produk ini mengandungi bahan daripada sumber haiwan yang tidak diketahui.. Ini menunjukkan bahawa statusnya adalah Mashbooh.,2
"من خلال الوصف 'هذا المنتج لا يحتوي على مكونات حرام.', يتبين أنه Halal.",0
"It is clear that 'Alcohol is Haram in Islam and should be avoided.'. Hence, it is Haram.",1
"من خلال الوصف 'المنتج يتكون من لحوم حلال تم ذبحها وفقًا للشريعة الإسلامية.', يتبين أنه Halal.",0
"It is clear that 'Chicken is Halal when slaughtered according to the requirements of Islamic law.'. Hence, it is Halal.",0
"Krimer ini mengandungi derivatif lemak haiwan, status halal tidak jelas. — Keputusan: Mashbooh.",2
المنتج يحتوي على مواد قد تحتوي على الكحول. من الواضح أنه Mashbooh.,2
"Jelas sekali, 'Minuman ini mengandungi alkohol sebanyak 15%, jelas Haram.' adalah Haram.",1
من الواضح أن 'منتج يحتوي على مواد قد تكون غير حلال حسب عملية الإنتاج.' Mashbooh.,2
هذا المنتج يحتوي على مستخلصات حيوانية مشكوك فيها. — الحالة: Mashbooh.,2
Tomato is a Halal vegetable that is rich in antioxidants. — Status: Halal.,0
"This snack contains animal-derived gelatin. Clearly, it is categorized as Mashbooh.",2
"From the description 'Alcohol is Haram in Islam and should be avoided.', we can conclude it is Haram.",1
من الواضح أن 'المنتج يحتوي على مواد قد تحتوي على الكحول.' Mashbooh.,2
"From the description 'Spinach is a Halal green leafy vegetable.', we can conclude it is Halal.",0
This snack contains animal-derived gelatin. — Status: Mashbooh.,2
المنتج يحتوي على مستخلصات حيوانية تم معالجتها بطرق غير واضحة. من الواضح أنه Mashbooh.,2
تم تجهيز هذا المنتج في مصنع يعالج اللحوم الحلال وغير الحلال. من الواضح أنه Mashbooh.,2
"من خلال الوصف 'منتج يحتوي على مواد قد تكون حلال أو حرام حسب ظروف الإنتاج.', يتبين أنه Mashbooh.",2
"Jelas sekali, 'Produk ini dibuat dengan bahan-bahan halal dan disahkan oleh badan berwibawa.' adalah Halal.",0
"It is clear that 'Pork is Haram in Islam and not allowed.'. Hence, it is Haram.",1
منتج يحتوي على مواد قد تكون غير حلال حسب عملية الإنتاج.. النتيجة: Mashbooh.,2
Carrots are Halal and packed with vitamins. — Status: Halal.,0
"Milk and dairy products are generally Halal. Clearly, it is categorized as Halal.",0
هذا المنتج لا يحتوي على مكونات حرام.. النتيجة: Halal.,0
من الواضح أن 'هذا المنتج يحتوي على مكونات مشكوك في حالتها.' Mashbooh.,2
تم إنتاجه في مصنع يعالج لحوم حلال وغير حلال.. النتيجة: Mashbooh.,2
Spinach is a Halal green leafy vegetable.. Verdict: Halal.,0
"Pork is Haram in Islam and not allowed. Clearly, it is categorized as Haram.",1
"Minuman ini mengandungi arak walaupun dalam kuantiti kecil, ia tetap Haram.. Kesimpulan: Haram.",1
هذا المشروب يحتوي على كحول بنسبة عالية. — الحالة: Haram.,1
"من خلال الوصف 'المنتج يحتوي على الكحول بنسبة 10%.', يتبين أنه Haram.",1
"من خلال الوصف 'هذا المشروب يحتوي على كحول بنسبة عالية.', يتبين أنه Haram.",1
"Juice made from fresh fruits, like orange, is Halal. Clearly, it is categorized as Halal.",0
"من خلال الوصف 'هذا المنتج يحتوي على مستخلصات حيوانية مشكوك فيها.', يتبين أنه Mashbooh.",2
"Jelas sekali, 'Produk ini mengandungi gelatin babi.' adalah Haram.",1
"من خلال الوصف 'هذا المنتج يحتوي على مستخلصات حيوانية مشكوك فيها.', يتبين أنه Mashbooh.",2
منتج يحتوي على مكونات حلال ولكن تمت معالجته بطرق مشكوك فيها.. النتيجة: Mashbooh.,2
تم تحضير هذا المنتج في مصنع مختلط بين الحلال والحرام. من الواضح أنه Mashbooh.,2
المنتج يحتوي على مواد حرام.. النتيجة: Haram.,1
"Juice made from fresh fruits, like orange, is Halal. Clearly, it is categorized as Halal.",0
المنتج يحتوي على مواد حرام. — الحالة: Haram.,1
من الواضح أن 'هذا المنتج لا يحتوي على مكونات حرام.' Halal.,0
هذا المنتج يحتوي على جيلاتين حلال. — الحالة: Halal.,0
"Daripada penerangan 'Gelatin dalam produk ini berasal dari sumber yang tidak dapat dipastikan status halalnya.', ia boleh diklasifikasikan sebagai Mashbooh.",2
"من خلال الوصف 'المنتج خالي من المكونات الحيوانية أو الكحول.', يتبين أنه Halal.",0
Produk ini diproses menggunakan bahan yang diragui status halalnya.. Kesimpulan: Mashbooh.,2
من الواضح أن 'المنتج يحتوي على مواد حرام.' Haram.,1
Produk ini mengandungi bahan daripada sumber haiwan yang tidak diketahui.. Ini menunjukkan bahawa statusnya adalah Mashbooh.,2
المنتج خالي من المكونات الحيوانية أو الكحول.. النتيجة: Halal.,0
Produk ini diproses di kilang yang memproses produk halal dan haram. — Keputusan: Mashbooh.,2
المنتج يحتوي على مواد حرام كالمشروبات الكحولية. — الحالة: Haram.,1
"Krimer ini mengandungi derivatif lemak haiwan, status halal tidak jelas.. Ini menunjukkan bahawa statusnya adalah Mashbooh.",2
Bananas are a great source of potassium and Halal.. Verdict: Halal.,0
"It is clear that 'Chicken is Halal when slaughtered according to the requirements of Islamic law.'. Hence, it is Halal.",0
"Daripada penerangan 'Produk ini mengandungi bahan pengawet yang tidak dapat dipastikan status halalnya.', ia boleh diklasifikasikan sebagai Mashbooh.",2
من الواضح أن 'المنتج يحتوي على مواد قد تحتوي على الكحول.' Mashbooh.,2
Produk ini 100% sayur-sayuran tanpa bahan haiwan.. Kesimpulan: Halal.,0
Milk and dairy products are generally Halal.. Verdict: Halal.,0
من الواضح أن 'هذا المشروب يحتوي على كحول بنسبة عالية.' Haram.,1
الأطعمة تحتوي على المكونات النباتية فقط. من الواضح أنه Halal.,0
"Daripada penerangan 'Produk ini mengandungi bahan pengawet yang tidak dapat dipastikan status halalnya.', ia boleh diklasifikasikan sebagai Mashbooh.",2
Produk ini mengandungi bahan daripada sumber haiwan yang tidak diketahui.. Ini menunjukkan bahawa statusnya adalah Mashbooh.,2
من الواضح أن 'منتج يحتوي على مواد قد تكون حلال أو حرام حسب ظروف الإنتاج.' Mashbooh.,2
"من خلال الوصف 'منتجنا يحتوي على مستخلصات حيوانية مشكوك في حالتها.', يتبين أنه Mashbooh.",2
"From the description 'Herbs like basil and parsley are Halal.', we can conclude it is Halal.",0
"Daripada penerangan 'Minuman beralkohol, seperti bir, adalah Haram.', ia boleh diklasifikasikan sebagai Haram.",1
المنتج خالي من المكونات الحيوانية أو الكحول.. النتيجة: Halal.,0
Gelatin dalam produk ini berasal dari sumber yang tidak dapat dipastikan status halalnya. — Keputusan: Mashbooh.,2
"From the description 'Apple is a nutritious fruit that is considered Halal.', we can conclude it is Halal.",0
من الواضح أن 'المنتج خالي من المكونات الحيوانية أو الكحول.' Halal.,0
"Jelas sekali, 'Produk ini bebas dari bahan haiwan dan alkohol.' adalah Halal.",0
This snack contains animal-derived gelatin. — Status: Mashbooh.,2
من الواضح أن 'هذا المشروب يحتوي على كحول بنسبة عالية.' Haram.,1
من الواضح أن 'منتج يحتوي على مواد قد تكون غير حلال حسب عملية الإنتاج.' Mashbooh.,2
تم تجهيز هذا المنتج في مصنع يعالج اللحوم الحلال وغير الحلال. من الواضح أنه Mashbooh.,2
منتج يحتوي على مواد قد تكون غير حلال حسب عملية الإنتاج. — الحالة: Mashbooh.,2
Carrots are Halal and packed with vitamins. — Status: Halal.,0
Produk ini dibuat dengan bahan-bahan halal dan disahkan oleh badan berwibawa. — Keputusan: Halal.,0
تم إنتاجه في مصنع يعالج لحوم حلال وغير حلال. — الحالة: Mashbooh.,2
Tomato is a Halal vegetable that is rich in antioxidants.. Verdict: Halal.,0
Produk ini mengandungi bahan pengawet yang tidak dapat dipastikan status halalnya. — Keputusan: Mashbooh.,2
Pork is Haram in Islam and not allowed.. Verdict: Haram.,1
Bananas are a great source of potassium and Halal. — Status: Halal.,0
من الواضح أن 'المنتج يحتوي على الكحول بنسبة 10%.' Haram.,1
Milk and dairy products are generally Halal. — Status: Halal.,0
Gelatin dalam produk ini berasal dari sumber yang tidak dapat dipastikan status halalnya.. Ini menunjukkan bahawa statusnya adalah Mashbooh.,2
تم تجهيز هذا المنتج في مصنع يعالج اللحوم الحلال وغير الحلال. من الواضح أنه Mashbooh.,2
"Jelas sekali, 'Minuman beralkohol, seperti bir, adalah Haram.' adalah Haram.",1
Produk ini diproses menggunakan bahan yang diragui status halalnya. — Keputusan: Mashbooh.,2
This snack contains animal-derived gelatin.. Verdict: Mashbooh.,2
منتج يحتوي على الكحول بكميات غير محددة. — الحالة: Mashbooh.,2
من الواضح أن 'تم تحضير هذا المنتج في مصنع مختلط بين الحلال والحرام.' Mashbooh.,2
تم تحضير هذا المنتج في مصنع مختلط بين الحلال والحرام. من الواضح أنه Mashbooh.,2
"From the description 'This snack contains animal-derived gelatin.', we can conclude it is Mashbooh.",2
هذا المنتج يحتوي على جيلاتين الخنزير.. النتيجة: Haram.,1
هذا المنتج يحتوي على مكونات مشكوك في حالتها. من الواضح أنه Mashbooh.,2
"Jelas sekali, 'Produk ini diproses di kilang yang memproses produk halal dan haram.' adalah Mashbooh.",2
المنتج يحتوي على الكحول بنسبة 10%. من الواضح أنه Haram.,1
"Jelas sekali, 'Produk ini dibuat dengan bahan-bahan halal dan disahkan oleh badan berwibawa.' adalah Halal.",0
"Jelas sekali, 'Produk ini mengandungi gelatin babi.' adalah Haram.",1
"Minuman ini mengandungi alkohol sebanyak 15%, jelas Haram. — Keputusan: Haram.",1
"It is clear that 'Herbs like basil and parsley are Halal.'. Hence, it is Halal.",0
Produk ini mengandungi gelatin babi. — Keputusan: Haram.,1
"من خلال الوصف 'الأطعمة تحتوي على المكونات النباتية فقط.', يتبين أنه Halal.",0
المنتج يحتوي على مستخلصات حيوانية تم معالجتها بطرق غير واضحة. من الواضح أنه Mashbooh.,2
"Daripada penerangan 'Produk ini mengandungi bahan daripada sumber haiwan yang tidak diketahui.', ia boleh diklasifikasikan sebagai Mashbooh.",2
منتج يحتوي على مواد قد تكون حلال أو حرام حسب ظروف الإنتاج.. النتيجة: Mashbooh.,2
"من خلال الوصف 'منتج خالي من المواد الحيوانية والمشروبات الكحولية.', يتبين أنه Halal.",0
"Daripada penerangan 'Produk ini 100% sayur-sayuran tanpa bahan haiwan.', ia boleh diklasifikasikan sebagai Halal.",0
"Minuman ini mengandungi alkohol sebanyak 15%, jelas Haram.. Ini menunjukkan bahawa statusnya adalah Haram.",1
"من خلال الوصف 'منتج خالي من الكحول والمكونات الحيوانية.', يتبين أنه Halal.",0
"Krimer ini mengandungi derivatif lemak haiwan, status halal tidak jelas.. Kesimpulan: Mashbooh.",2
"من خلال الوصف 'هذا المشروب يحتوي على الكحول بنسبة 7%.', يتبين أنه Haram.",1
المنتج يحتوي على مواد حرام كالمشروبات الكحولية. — الحالة: Haram.,1
Herbs like basil and parsley are Halal. — Status: Halal.,0
تم تجهيز هذا المنتج في مصنع يعالج اللحوم الحلال وغير الحلال. — الحالة: Mashbooh.,2
"Jelas sekali, 'Gelatin dalam produk ini berasal dari sumber yang tidak dapat dipastikan status halalnya.' adalah Mashbooh.",2
هذا المنتج يحتوي على مستخلصات حيوانية مشكوك فيها.. النتيجة: Mashbooh.,2
"من خلال الوصف 'تم تجهيز هذا المنتج في مصنع يعالج اللحوم الحلال وغير الحلال.', يتبين أنه Mashbooh.",2
"Juice made from fresh fruits, like orange, is Halal. Clearly, it is categorized as Halal.",0
هذا المشروب يحتوي على الكحول بنسبة 7%. — الحالة: Haram.,1
"من خلال الوصف 'المنتج يتكون من لحوم حلال تم ذبحها وفقًا للشريعة الإسلامية.', يتبين أنه Halal.",0
هذا المشروب يحتوي على الكحول بنسبة 7%.. النتيجة: Haram.,1
من الواضح أن 'هذا المنتج يحتوي على مستخلصات حيوانية مشكوك فيها.' Mashbooh.,2
من الواضح أن 'منتج يتكون من مكونات حلال وصحية.' Halal.,0
"Jelas sekali, 'Produk ini bebas dari bahan haiwan dan alkohol.' adalah Halal.",0
هذا المنتج يحتوي على جيلاتين الخنزير. من الواضح أنه Haram.,1
منتج خالي من الكحول والمكونات الحيوانية. من الواضح أنه Halal.,0
Apple is a nutritious fruit that is considered Halal. — Status: Halal.,0
هذا المنتج يحتوي على مستخلصات حيوانية مشكوك فيها. من الواضح أنه Mashbooh.,2
هذا المنتج يحتوي على مكونات حلال مصرح بها. من الواضح أنه Halal.,0
"It is clear that 'Apple is a nutritious fruit that is considered Halal.'. Hence, it is Halal.",0
"من خلال الوصف 'تم إنتاجه في مصنع يعالج لحوم حلال وغير حلال.', يتبين أنه Mashbooh.",2
من الواضح أن 'منتج يحتوي على مواد قد تكون غير حلال حسب عملية الإنتاج.' Mashbooh.,2
هذا المشروب يحتوي على الكحول بنسبة 7%. من الواضح أنه Haram.,1
تم إنتاجه في مصنع يعالج لحوم حلال وغير حلال. — الحالة: Mashbooh.,2
"It is clear that 'Pork is Haram in Islam and not allowed.'. Hence, it is Haram.",1
من الواضح أن 'تم تجهيز هذا المنتج في مصنع يعالج اللحوم الحلال وغير الحلال.' Mashbooh.,2
منتج خالي من المواد الحيوانية والمشروبات الكحولية. من الواضح أنه Halal.,0
منتج يحتوي على الكحول بكميات غير محددة.. النتيجة: Mashbooh.,2
المنتج يحتوي على الكحول بنسبة 10%. من الواضح أنه Haram.,1
من الواضح أن 'الأطعمة تحتوي على المكونات النباتية فقط.' Halal.,0
"Juice made from fresh fruits, like orange, is Halal.. Verdict: Halal.",0
هذا المنتج لا يحتوي على مكونات حرام.. النتيجة: Halal.,0
"Minuman beralkohol, seperti bir, adalah Haram.. Ini menunjukkan bahawa statusnya adalah Haram.",1
من الواضح أن 'هذا المنتج لا يحتوي على مكونات حرام.' Halal.,0
من الواضح أن 'منتج يحتوي على مكونات حلال ولكن تمت معالجته بطرق مشكوك فيها.' Mashbooh.,2
المنتج يحتوي على مواد قد تحتوي على الكحول.. النتيجة: Mashbooh.,2
"Daripada penerangan 'Produk ini mengandungi daging halal tetapi diproses di kilang yang turut memproses daging haram.', ia boleh diklasifikasikan sebagai Mashbooh.",2
منتج يتكون من مكونات حلال وصحية.. النتيجة: Halal.,0
"Daripada penerangan 'Gelatin dalam produk ini berasal dari sumber yang tidak dapat dipastikan status halalnya.', ia boleh diklasifikasikan sebagai Mashbooh.",2
Produk ini 100% sayur-sayuran tanpa bahan haiwan.. Ini menunjukkan bahawa statusnya adalah Halal.,0
"Alcohol is Haram in Islam and should be avoided. Clearly, it is categorized as Haram.",1
تم تجهيز هذا المنتج في مصنع يعالج اللحوم الحلال وغير الحلال. من الواضح أنه Mashbooh.,2
"Chicken is Halal when slaughtered according to the requirements of Islamic law. Clearly, it is categorized as Halal.",0
"Jelas sekali, 'Produk ini dibuat dengan bahan-bahan halal dan disahkan oleh badan berwibawa.' adalah Halal.",0
منتج خالي من الكحول والمكونات الحيوانية. من الواضح أنه Halal.,0
هذا المنتج يحتوي على مكونات حلال مصرح بها. — الحالة: Halal.,0
Gelatin is made from animal collagen and can be Mashbooh if the source is unknown. — Status: Mashbooh.,2
من الواضح أن 'منتج خالي من الكحول والمكونات الحيوانية.' Halal.,0
"From the description 'Gelatin is made from animal collagen and can be Mashbooh if the source is unknown.', we can conclude it is Mashbooh.",2
"From the description 'Beef is Halal if slaughtered according to Islamic guidelines.', we can conclude it is Halal.",0
Produk ini mengandungi gelatin babi.. Kesimpulan: Haram.,1
هذا المنتج يحتوي على مكونات حلال مصرح بها. — الحالة: Halal.,0
"Daripada penerangan 'Minuman beralkohol, seperti bir, adalah Haram.', ia boleh diklasifikasikan sebagai Haram.",1
هذا المنتج يحتوي على جيلاتين حلال. — الحالة: Halal.,0
Produk ini mengandungi gelatin babi. — Keputusan: Haram.,1
"Carrots are Halal and packed with vitamins. Clearly, it is categorized as Halal.",0
هذا المنتج يحتوي على مكونات حلال مصرح بها.. النتيجة: Halal.,0
"من خلال الوصف 'تم تحضير هذا المنتج في مصنع مختلط بين الحلال والحرام.', يتبين أنه Mashbooh.",2
المنتج يحتوي على مواد حرام.. النتيجة: Haram.,1
Carrots are Halal and packed with vitamins.. Verdict: Halal.,0
من الواضح أن 'هذا المنتج يحتوي على مكونات مشكوك في حالتها.' Mashbooh.,2
"From the description 'Milk and dairy products are generally Halal.', we can conclude it is Halal.",0
"Jelas sekali, 'Minuman ini mengandungi alkohol sebanyak 15%, jelas Haram.' adalah Haram.",1
"From the description 'Herbs like basil and parsley are Halal.', we can conclude it is Halal.",0
"Minuman ini mengandungi alkohol sebanyak 15%, jelas Haram. — Keputusan: Haram.",1
من الواضح أن 'المنتج يتكون من لحوم حلال تم ذبحها وفقًا للشريعة الإسلامية.' Halal.,0
"Jelas sekali, 'Produk ini bebas dari bahan haiwan dan alkohol.' adalah Halal.",0
"It is clear that 'Apple is a nutritious fruit that is considered Halal.'. Hence, it is Halal.",0
Bananas are a great source of potassium and Halal.. Verdict: Halal.,0
هذا المنتج يحتوي على مستخلصات حيوانية مشكوك فيها.. النتيجة: Mashbooh.,2
"Minuman ini mengandungi alkohol sebanyak 15%, jelas Haram.. Ini menunjukkan bahawa statusnya adalah Haram.",1
تم تحضير هذا المنتج في مصنع مختلط بين الحلال والحرام.. النتيجة: Mashbooh.,2
"Daripada penerangan 'Produk ini mengandungi daging halal tetapi diproses di kilang yang turut memproses daging haram.', ia boleh diklasifikasikan sebagai Mashbooh.",2
من الواضح أن 'منتج يحتوي على مواد قد تكون غير حلال حسب عملية الإنتاج.' Mashbooh.,2
"Chicken is Halal when slaughtered according to the requirements of Islamic law. Clearly, it is categorized as Halal.",0
"من خلال الوصف 'هذا المنتج يحتوي على جيلاتين الخنزير.', يتبين أنه Haram.",1
المنتج يحتوي على مواد قد تحتوي على الكحول. — الحالة: Mashbooh.,2
"It is clear that 'Spinach is a Halal green leafy vegetable.'. Hence, it is Halal.",0
Produk ini dibuat dengan bahan-bahan halal dan disahkan oleh badan berwibawa. — Keputusan: Halal.,0
من الواضح أن 'منتجنا يحتوي على مستخلصات حيوانية مشكوك في حالتها.' Mashbooh.,2
"Gelatin is made from animal collagen and can be Mashbooh if the source is unknown. Clearly, it is categorized as Mashbooh.",2
Carrots are Halal and packed with vitamins.. Verdict: Halal.,0
"Minuman beralkohol, seperti bir, adalah Haram.. Ini menunjukkan bahawa statusnya adalah Haram.",1
"من خلال الوصف 'المنتج خالي من المكونات الحيوانية أو الكحول.', يتبين أنه Halal.",0
"It is clear that 'Apple is a nutritious fruit that is considered Halal.'. Hence, it is Halal.",0
"It is clear that 'Alcohol is Haram in Islam and should be avoided.'. Hence, it is Haram.",1
"من خلال الوصف 'هذا المنتج يحتوي على جيلاتين حلال.', يتبين أنه Halal.",0
Herbs like basil and parsley are Halal.. Verdict: Halal.,0
"Minuman ini mengandungi arak walaupun dalam kuantiti kecil, ia tetap Haram. — Keputusan: Haram.",1
"Tomato is a Halal vegetable that is rich in antioxidants. Clearly, it is categorized as Halal.",0
من الواضح أن 'المنتج يحتوي على مواد حرام كالمشروبات الكحولية.' Haram.,1
"From the description 'Milk and dairy products are generally Halal.', we can conclude it is Halal.",0
"من خلال الوصف 'منتج خالي من الكحول والمكونات الحيوانية.', يتبين أنه Halal.",0
"Minuman ini mengandungi arak walaupun dalam kuantiti kecil, ia tetap Haram.. Ini menunjukkan bahawa statusnya adalah Haram.",1
من الواضح أن 'منتج يحتوي على مكونات حلال ولكن تمت معالجته بطرق مشكوك فيها.' Mashbooh.,2
"Daripada penerangan 'Produk ini mengandungi bahan yang disahkan tidak halal.', ia boleh diklasifikasikan sebagai Haram.",1
منتج خالي من الكحول والمكونات الحيوانية. — الحالة: Halal.,0
منتج خالي من الكحول والمكونات الحيوانية.. النتيجة: Halal.,0
Herbs like basil and parsley are Halal. — Status: Halal.,0
منتج يحتوي على مواد قد تكون حلال أو حرام حسب ظروف الإنتاج. — الحالة: Mashbooh.,2
Alcohol is Haram in Islam and should be avoided.. Verdict: Haram.,1
"Daripada penerangan 'Produk ini mengandungi bahan yang disahkan tidak halal.', ia boleh diklasifikasikan sebagai Haram.",1
This snack contains animal-derived gelatin. — Status: Mashbooh.,2
"Jelas sekali, 'Produk ini diproses di kilang yang memproses produk halal dan haram.' adalah Mashbooh.",2
المنتج خالي من المكونات الحيوانية أو الكحول. — الحالة: Halal.,0
Produk ini diproses menggunakan bahan yang diragui status halalnya.. Kesimpulan: Mashbooh.,2
"It is clear that 'Carrots are Halal and packed with vitamins.'. Hence, it is Halal.",0
منتج يتكون من مكونات حلال وصحية. — الحالة: Halal.,0
"من خلال الوصف 'منتج خالي من الكحول والمكونات الحيوانية.', يتبين أنه Halal.",0
"From the description 'Milk and dairy products are generally Halal.', we can conclude it is Halal.",0
هذا المنتج يحتوي على جيلاتين حلال.. النتيجة: Halal.,0
من الواضح أن 'منتج يحتوي على الكحول بكميات غير محددة.' Mashbooh.,2
"من خلال الوصف 'الأطعمة تحتوي على المكونات النباتية فقط.', يتبين أنه Halal.",0
تم تحضير هذا المنتج في مصنع مختلط بين الحلال والحرام. — الحالة: Mashbooh.,2
هذا المنتج يحتوي على جيلاتين حلال. من الواضح أنه Halal.,0
المنتج يحتوي على مواد قد تحتوي على الكحول. من الواضح أنه Mashbooh.,2
"Daripada penerangan 'Minuman beralkohol, seperti bir, adalah Haram.', ia boleh diklasifikasikan sebagai Haram.",1
Herbs like basil and parsley are Halal. — Status: Halal.,0
هذا المشروب يحتوي على الكحول بنسبة 7%. من الواضح أنه Haram.,1
منتج يحتوي على مواد قد تكون غير حلال حسب عملية الإنتاج. — الحالة: Mashbooh.,2
"Spinach is a Halal green leafy vegetable. Clearly, it is categorized as Halal.",0
من الواضح أن 'هذا المشروب يحتوي على كحول بنسبة عالية.' Haram.,1
"From the description 'Juice made from fresh fruits, like orange, is Halal.', we can conclude it is Halal.",0
"Jelas sekali, 'Krimer ini mengandungi derivatif lemak haiwan, status halal tidak jelas.' adalah Mashbooh.",2
Produk ini diproses menggunakan bahan yang diragui status halalnya.. Ini menunjukkan bahawa statusnya adalah Mashbooh.,2
"Jelas sekali, 'Minuman beralkohol, seperti bir, adalah Haram.' adalah Haram.",1
من الواضح أن 'تم تجهيز هذا المنتج في مصنع يعالج اللحوم الحلال وغير الحلال.' Mashbooh.,2
من الواضح أن 'هذا المنتج يحتوي على جيلاتين حلال.' Halal.,0
من الواضح أن 'هذا المنتج يحتوي على مستخلصات حيوانية مشكوك فيها.' Mashbooh.,2
Produk ini mengandungi bahan yang disahkan tidak halal. — Keputusan: Haram.,1
"Jelas sekali, 'Produk ini mengandungi gelatin babi.' adalah Haram.",1
المنتج يحتوي على مواد حرام. من الواضح أنه Haram.,1
هذا المشروب يحتوي على كحول بنسبة عالية. من الواضح أنه Haram.,1
Produk ini mengandungi daging halal tetapi diproses di kilang yang turut memproses daging haram. — Keputusan: Mashbooh.,2
هذا المنتج لا يحتوي على مكونات حرام. — الحالة: Halal.,0
Milk and dairy products are generally Halal.. Verdict: Halal.,0
المنتج يحتوي على مواد حرام. من الواضح أنه Haram.,1
"من خلال الوصف 'منتج خالي من المواد الحيوانية والمشروبات الكحولية.', يتبين أنه Halal.",0
"Krimer ini mengandungi derivatif lemak haiwan, status halal tidak jelas. — Keputusan: Mashbooh.",2
"It is clear that 'Pork is Haram in Islam and not allowed.'. Hence, it is Haram.",1
Herbs like basil and parsley are Halal. — Status: Halal.,0
Produk ini dibuat dengan bahan-bahan halal dan disahkan oleh badan berwibawa.. Kesimpulan: Halal.,0
تم تحضير هذا المنتج في مصنع مختلط بين الحلال والحرام. — الحالة: Mashbooh.,2
من الواضح أن 'المنتج يحتوي على مواد حرام.' Haram.,1
"Daripada penerangan 'Produk ini mengandungi gelatin babi.', ia boleh diklasifikasikan sebagai Haram.",1
Produk ini mengandungi bahan daripada sumber haiwan yang tidak diketahui.. Kesimpulan: Mashbooh.,2
"من خلال الوصف 'منتج يحتوي على مكونات حلال ولكن تمت معالجته بطرق مشكوك فيها.', يتبين أنه Mashbooh.",2
المنتج يتكون من لحوم حلال تم ذبحها وفقًا للشريعة الإسلامية. من الواضح أنه Halal.,0
تم تجهيز هذا المنتج في مصنع يعالج اللحوم الحلال وغير الحلال.. النتيجة: Mashbooh.,2
من الواضح أن 'تم تحضير هذا المنتج في مصنع مختلط بين الحلال والحرام.' Mashbooh.,2
منتج يتكون من مكونات حلال وصحية.. النتيجة: Halal.,0
"Minuman ini mengandungi alkohol sebanyak 15%, jelas Haram. — Keputusan: Haram.",1
